Queueing Delay,Utilization
0.1,0.00039723538144099095
0.2,0.0009259551823570379
0.3,0.0015353808146987397
0.4,0.0022040796728314584
0.5,0.0040643837154374285
0.6,0.005178718239070869
0.7,0.010346967801745273
0.8,0.014725987301735601
0.9,0.02507878037089064
0.95,0.1214653059329094
0.98,0.2499052036096885
